weekday,time,ewm12_volatility,sample_count
Friday,12:50,-0.0018644656083048106,8
Friday,12:55,-0.0020958074554775813,8
Friday,13:00,-0.001110642658953715,8
Friday,13:05,-0.0006202394863953366,8
Friday,13:10,0.0008126228358603928,8
Friday,13:15,0.000565001131153268,8
Friday,13:20,0.0027807665743312037,8
Friday,13:25,0.0019856493374968663,8
Friday,13:30,0.0014904763421369227,8
Friday,13:35,0.0014885598003306362,8
Friday,13:40,0.001906587713186674,8
Friday,13:45,0.001720320587343623,8
Friday,13:50,0.002788845685783748,8
Friday,13:55,0.0024940397702574147,8
Friday,14:00,0.0013341921113340124,8
Friday,14:05,-0.00014430191576255785,8
Friday,14:10,0.0014726230116525183,8
Friday,14:15,-0.0002706912592028433,8
Friday,14:20,-0.0007481745449526008,8
Friday,14:25,-0.0004081288545849527,8
Friday,14:30,-0.0004629591907230267,8
Friday,14:35,0.0035340617893428847,8
Friday,14:40,-0.0011143566073639841,8
Friday,14:45,0.0025542312454241442,8
Friday,14:50,0.0009855920773964063,8
Friday,14:55,0.0024379494076139105,8
Friday,15:00,0.002717488572615647,8
Friday,15:05,0.0021726969527292744,8
Friday,15:10,0.0025914811889308866,8
Friday,15:15,0.004445210440252305,8
Friday,15:20,0.00224407513347168,8
Friday,15:25,0.00048552676655693166,8
Friday,15:30,0.0017298183904280052,8
Friday,15:35,0.00039012142542565196,8
Friday,15:40,-0.0019098762339634606,8
Friday,15:45,-0.0013723617131048758,8
Friday,15:50,-7.180038294202397e-05,8
Friday,15:55,-0.0015237614703518102,8
Friday,16:00,-0.00248126123686709,8
Friday,16:05,-0.0036369481891643527,8
Friday,16:10,-0.0032277048365322884,8
Friday,16:15,-0.003909696928180011,8
Friday,16:20,-0.0015281057598991279,8
Friday,16:25,0.00046190610054225214,8
Friday,16:30,0.0007369601273871407,8
Friday,16:35,0.001167319972787492,8
Friday,16:40,-0.00010891416616908093,8
Friday,16:45,0.0008791312725181385,8
Friday,16:50,0.0005487089832851097,8
Friday,16:55,-0.0007220948757474037,8
Friday,17:00,-0.0009155387027700683,8
Friday,17:05,-0.00044835419828126184,8
Friday,17:10,0.00047209026512805025,8
Friday,17:15,0.0007377896247969807,9
Friday,17:20,0.0008750566011410669,9
Friday,17:25,0.000646491675632412,9
Friday,17:30,0.0002953301266900316,9
Friday,17:35,0.0008152725959039412,9
Friday,17:40,0.00013881105715705353,9
Friday,17:45,0.0009575900692464672,9
Friday,17:50,0.00019629665746074827,9
Friday,17:55,1.4691549893146153e-05,9
Friday,18:00,-0.0006371121073370237,9
Friday,18:05,-0.000238851010346483,9
Friday,18:10,0.0005307655737072465,9
Friday,18:15,0.0006155039590192703,9
Friday,18:20,0.0006105887237713535,9
Friday,18:25,0.000606910813221108,9
Friday,18:30,0.00047973716647065187,9
Friday,18:35,-0.00108585245177191,9
Friday,18:40,0.0007389806423782388,9
Friday,18:45,0.0002408932507572309,9
Friday,18:50,0.0002185639011764907,9
Friday,18:55,0.0002697103924695479,9
Friday,19:00,-0.0007211991568332819,9
Friday,19:05,-0.0009166096518824697,9
Friday,19:10,-0.0005537060991721641,9
Friday,19:15,0.0007185555154238868,9
Friday,19:20,0.0027078056901984745,9
Friday,19:25,0.0036625156337143296,9
Friday,19:30,0.002964075943886433,9
Friday,19:35,0.00291760479418197,9
Friday,19:40,0.002614811491038137,9
Friday,19:45,0.001983499606511578,9
Friday,19:50,0.002596190932347575,9
Friday,19:55,0.0024781413980509504,9
Friday,20:00,0.0013313996783684491,9
Friday,20:05,0.00010037443715532073,9
Friday,20:10,-0.00021012437230314432,9
Friday,20:15,9.712314434731664e-05,9
Friday,20:20,-6.612434992233956e-05,9
Friday,20:25,-0.0010025975586528076,9
Friday,20:30,-0.001238631226293068,9
Friday,20:35,-0.001709595430618328,9
Friday,20:40,-0.001100176864121601,9
Friday,20:45,-2.297182834273622e-05,9
Friday,20:50,0.00032732353167262484,9
Friday,20:55,-0.00058330123609431,9
Friday,21:00,-0.00038277378916056653,9
Friday,21:05,-0.00023969877716138217,9
Friday,21:10,-8.979297615014148e-05,9
Friday,21:15,0.00029796363019003226,9
Friday,21:20,-5.916008241900261e-06,9
Friday,21:25,-2.2552265050704837e-05,9
Friday,21:30,9.680266119150049e-05,9
Friday,21:35,1.3310965629537559e-05,9
Friday,21:40,0.000590959418429973,9
Friday,21:45,0.0002841772856122799,9
Friday,21:50,0.00023128097468599597,9
Friday,21:55,-1.8465053172574783e-05,9
Friday,22:00,9.546491139757939e-05,9
Friday,22:05,0.0005641462151753238,9
Friday,22:10,0.0010880796522326464,9
Friday,22:15,0.000937690400096949,9
Friday,22:20,0.0011499929499338233,9
Friday,22:25,0.0004317684646112444,9
Friday,22:30,0.0004824491589956241,9
Friday,22:35,0.0006955899739892724,9
Friday,22:40,0.0007426325368808019,9
Friday,22:45,0.0003752127804030024,9
Friday,22:50,0.0002045031232827249,9
Friday,22:55,3.06795541624252e-05,9
Friday,23:00,-6.965333579937288e-05,9
Friday,23:05,-0.0008712511501401412,9
Friday,23:10,-0.0008374190586900396,9
Friday,23:15,-0.0005506449085747721,9
Friday,23:20,-0.00027517629572065355,9
Friday,23:25,-0.00016964272768002606,9
Friday,23:30,-0.0002799698246708261,9
Friday,23:35,-0.00021141604278636882,9
Friday,23:40,-0.00016545407118368174,9
Friday,23:45,4.2248158157841444e-05,9
Friday,23:50,0.00016713526998091353,9
Friday,23:55,-0.0002355077413858459,9
Monday,00:00,0.0009842048027954332,9
Monday,00:05,0.0013048432110852558,9
Monday,00:10,0.0012834433298067726,9
Monday,00:15,0.0005830689132189929,9
Monday,00:20,0.00029975630782666236,9
Monday,00:25,0.0006106494946725438,9
Monday,00:30,0.000561108547476958,9
Monday,00:35,0.0010888261228862509,9
Monday,00:40,0.0011297640728552957,9
Monday,00:45,-0.00017192192772517702,9
Monday,00:50,0.0004223846531587905,9
Monday,00:55,-0.0009905690231518953,9
Monday,01:00,-0.002336444248837578,9
Monday,01:05,-0.002185852025888376,9
Monday,01:10,-0.0004884443649947174,9
Monday,01:15,0.0015755408412274964,9
Monday,01:20,-0.0008777986073354188,9
Monday,01:25,-0.0009923046871716126,9
Monday,01:30,-0.0003565416582369712,9
Monday,01:35,-0.00010679286816099123,9
Monday,01:40,0.00013487857533983405,9
Monday,01:45,0.0004643064739188636,9
Monday,01:50,-0.0002303267942825469,9
Monday,01:55,-0.00022440405173182687,9
Monday,02:00,-0.00034526243062718445,9
Monday,02:05,0.0002637943503835794,9
Monday,02:10,0.0006816300570044482,9
Monday,02:15,0.0012890612604334573,9
Monday,02:20,0.0008610932423638348,9
Monday,02:25,0.00046666484604719665,9
Monday,02:30,0.0008061031786108127,9
Monday,02:35,0.00026863074523935233,9
Monday,02:40,4.8677176255469646e-08,9
Monday,02:45,-0.0010594122175599807,9
Monday,02:50,-0.002273306447916633,9
Monday,02:55,-0.0015656297719410244,9
Monday,03:00,-0.0007436798011344558,9
Monday,03:05,-0.0005182325633190621,9
Monday,03:10,-0.001742472730186419,9
Monday,03:15,-0.0004970852768701867,9
Monday,03:20,7.494163755498195e-05,9
Monday,03:25,0.0004654850029426422,9
Monday,03:30,0.00022177841982510182,9
Monday,03:35,-0.0015102015571131686,9
Monday,03:40,-0.0015952563308213026,9
Monday,03:45,0.0002027035939396399,9
Monday,03:50,7.642537537706361e-05,9
Monday,03:55,-0.00019855334151197584,9
Monday,04:00,-0.00019124918320613326,9
Monday,04:05,0.00022763348741713097,9
Monday,04:10,0.0007677560856152389,9
Monday,04:15,-0.0006763952262126443,9
Monday,04:20,-0.0027543336201313103,9
Monday,04:25,-0.001818487703721682,9
Monday,04:30,-0.0012537554524817529,9
Monday,04:35,-5.252174801016941e-05,9
Monday,04:40,-5.6312489947497163e-05,9
Monday,04:45,-0.0005471884834515012,9
Monday,04:50,5.494434258002435e-05,9
Monday,04:55,0.0005056293041820076,9
Monday,05:00,0.00016310068168888625,9
Monday,05:05,0.0004093859963287901,9
Monday,05:10,0.0005437695100095914,9
Monday,05:15,0.0005615731656558059,9
Monday,05:20,0.00034066403249244907,9
Monday,05:25,0.00010668308524543194,9
Monday,05:30,0.0007380316275510386,9
Monday,05:35,8.979873154696563e-05,9
Monday,05:40,7.110258831756925e-05,9
Monday,05:45,7.689107439401674e-05,9
Monday,05:50,-7.977657442932135e-05,9
Monday,05:55,-0.0003505034184146107,9
Monday,06:00,-0.0003246174550152228,9
Monday,06:05,-0.00042827703519672414,9
Monday,06:10,-0.0013875853070408673,9
Monday,06:15,-0.0015350075493041043,9
Monday,06:20,-0.0008269689925856072,9
Monday,06:25,-0.0007613400709514615,9
Monday,06:30,-0.0008609546020934238,9
Monday,06:35,-0.00025658635984939415,9
Monday,06:40,-0.0005865261841636474,9
Monday,06:45,0.000562906088338518,9
Monday,06:50,0.000558682369054716,9
Monday,06:55,0.0004113628166328519,9
Monday,07:00,0.00025457184850477126,9
Monday,07:05,3.726185761838239e-05,9
Monday,07:10,-0.00027428755351660854,9
Monday,07:15,1.655590005299909e-05,9
Monday,07:20,-0.00029298426173972314,9
Monday,07:25,0.0016394018588947385,9
Monday,07:30,0.0006233236947405023,9
Monday,07:35,0.0009912796858611512,9
Monday,07:40,0.0011256476081830163,9
Monday,07:45,0.0007245416557822662,9
Monday,07:50,0.0007919865300721127,9
Monday,07:55,0.0007214538633788236,9
Monday,08:00,0.00077157081579364,9
Monday,08:05,0.0007676589665471299,9
Monday,08:10,0.0007683144426980538,9
Monday,08:15,0.00013658113613956182,9
Monday,08:20,0.0005040047760577957,9
Monday,08:25,0.00012942530120161995,9
Monday,08:30,-0.00028210152015576155,9
Monday,08:35,-0.0007135237754647448,9
Monday,08:40,-0.0008021935084666584,9
Monday,08:45,-0.0007212779605210867,9
Monday,08:50,-0.0003822023920113386,9
Monday,08:55,0.00035321930104745367,9
Monday,09:00,0.0008020133210990752,9
Monday,09:05,0.001676876818288909,9
Monday,09:10,0.0010606907700126504,9
Monday,09:15,-0.0004659663006653697,9
Monday,09:20,0.0005855385623216117,9
Monday,09:25,-0.0002811751075277254,9
Monday,09:30,-9.246569722886572e-05,9
Monday,09:35,-0.0010212912347840602,9
Monday,09:40,-0.001041723588304674,9
Monday,09:45,-0.0006635582094192777,9
Monday,09:50,-0.0011174632872344163,9
Monday,09:55,-0.0016413854136706723,9
Monday,10:00,-0.0012239960238223542,9
Monday,10:05,-0.0003173507168321389,9
Monday,10:10,-3.358220135374824e-05,9
Monday,10:15,-0.0003353381853810903,9
Monday,10:20,-0.00047124806915438205,9
Monday,10:25,-0.0007675472662014527,9
Monday,10:30,-0.0012483283775258777,9
Monday,10:35,-0.00027010248142297054,9
Monday,10:40,-0.00010482376801343784,9
Monday,10:45,-0.000441382780252124,9
Monday,10:50,-0.00015302877628701916,9
Monday,10:55,-0.0003318438327977813,9
Monday,11:00,-0.0008710576984137377,9
Monday,11:05,-0.0007387550219089131,9
Monday,11:10,-0.00032415986138156517,9
Monday,11:15,2.216819341465967e-05,9
Monday,11:20,-0.00017810930099065742,9
Monday,11:25,0.00011786648951074268,9
Monday,11:30,0.00048711056600532775,9
Monday,11:35,0.0009469744003523042,9
Monday,11:40,0.0007307876366548049,9
Monday,11:45,0.0009467486637415206,9
Monday,11:50,0.0012624427901550676,9
Monday,11:55,0.00016237025302888344,9
Monday,12:00,6.789299085022298e-05,9
Monday,12:05,-0.001228699505546319,9
Monday,12:10,-0.001963748614755096,9
Monday,12:15,-0.002017000012903701,9
Monday,12:20,-0.0016442893678882574,9
Monday,12:25,-0.0011649674269745601,9
Monday,12:30,0.0009541219232388056,9
Monday,12:35,0.00032006549212964164,9
Monday,12:40,-0.00036067713151262447,9
Monday,12:45,-0.0005963754443909407,9
Monday,12:50,-0.0003603404519491942,9
Monday,12:55,-0.0010305239948008762,9
Monday,13:00,-0.0009733481057060947,9
Monday,13:05,-0.0005988961124414986,9
Monday,13:10,-0.0006601610913629946,9
Monday,13:15,-0.0007351187973093964,9
Monday,13:20,-0.0012980709877943911,9
Monday,13:25,-0.0011137766454779492,9
Monday,13:30,-0.000353078581491298,9
Monday,13:35,-0.00031844073805850284,9
Monday,13:40,-0.00031239418571352845,9
Monday,13:45,5.6506564324636504e-05,9
Monday,13:50,0.0002325470861460665,9
Monday,13:55,0.00045780700918407274,9
Monday,14:00,0.00017927553391728756,9
Monday,14:05,-0.00010118258088637014,9
Monday,14:10,0.0002688734236839962,9
Monday,14:15,-0.00013720856400031216,9
Monday,14:20,-0.00043144825825974526,9
Monday,14:25,-0.001483247420705352,9
Monday,14:30,-0.001447101917579617,9
Monday,14:35,-0.0013115950548505445,9
Monday,14:40,-0.0016821690624793792,9
Monday,14:45,-0.0019894491845308497,9
Monday,14:50,-0.0014474673923836052,9
Monday,14:55,-0.0005831500292335451,9
Monday,15:00,-0.0008298800885908895,9
Monday,15:05,-0.0015182194464447426,9
Monday,15:10,-0.0016710383803965035,9
Monday,15:15,-0.0038291752596765604,9
Monday,15:20,-0.004030283760459275,9
Monday,15:25,-0.0057822240725961226,9
Monday,15:30,-0.00489503033831441,9
Monday,15:35,-0.008650864348926658,9
Monday,15:40,-0.0076421900349291985,9
Monday,15:45,-0.007252750629900358,9
Monday,15:50,-0.003705713564011893,9
Monday,15:55,-0.0031246219226434254,9
Monday,16:00,-0.0023972091983420494,9
Monday,16:05,-0.0024158726624157398,9
Monday,16:10,-0.00403872351683713,9
Monday,16:15,-0.0017252961689078817,9
Monday,16:20,0.0001846755255454467,9
Monday,16:25,0.0021087272310397484,9
Monday,16:30,0.002114979210768555,9
Monday,16:35,0.0011455425121514788,9
Monday,16:40,0.0028106622147138502,9
Monday,16:45,0.0028542804463306897,9
Monday,16:50,0.00044822118475853654,9
Monday,16:55,0.001041310134703819,9
Monday,17:00,0.0010991919444034957,9
Monday,17:05,0.0007635474047230383,9
Monday,17:10,0.00015942949073775858,9
Monday,17:15,-0.0004725610277077981,9
Monday,17:20,-9.079207103295867e-05,9
Monday,17:25,0.0005759035629611501,9
Monday,17:30,0.0017148935658174473,9
Monday,17:35,0.0020695572566753937,9
Monday,17:40,0.0020332351246599724,9
Monday,17:45,0.0022507958041587794,9
Monday,17:50,0.0016668671206881772,9
Monday,17:55,0.0014080122572210265,9
Monday,18:00,0.0011285173080781738,9
Monday,18:05,0.0012608860676794475,9
Monday,18:10,0.001685300476188632,9
Monday,18:15,0.0007402699265839341,9
Monday,18:20,0.001118070743630063,9
Monday,18:25,0.00043971425459769125,9
Monday,18:30,-0.0007962598000760889,9
Monday,18:35,-0.0005227304045848476,9
Monday,18:40,-0.0008336560988349101,9
Monday,18:45,8.497665256598089e-05,9
Monday,18:50,-0.00037287474388448367,9
Monday,18:55,-0.0014552070736542947,9
Monday,19:00,-0.0017914222432715782,9
Monday,19:05,-0.00276269389198186,9
Monday,19:10,-0.002268518255418024,9
Monday,19:15,-0.001284339986489283,9
Monday,19:20,-0.0008583635479166973,9
Monday,19:25,-0.0009485140199325719,9
Monday,19:30,-0.0006260102771877034,9
Monday,19:35,0.0003973827764217198,9
Monday,19:40,0.0003891141063221199,9
Monday,19:45,-0.0007502015302437908,9
Monday,19:50,1.5289827435652454e-05,9
Monday,19:55,-0.00011198174200247179,9
Monday,20:00,-0.0006482100413879747,9
Monday,20:05,-0.00045090979241742073,9
Monday,20:10,-0.0010803730157815774,9
Monday,20:15,-0.0019453299153341223,9
Monday,20:20,-0.0009380986928781822,9
Monday,20:25,0.0005290928845098263,9
Monday,20:30,0.00012992073250372174,9
Monday,20:35,-0.0006056865926478048,9
Monday,20:40,0.00013799212101254854,9
Monday,20:45,0.0016315249885106198,9
Monday,20:50,-0.00023303963427070664,9
Monday,20:55,9.311670696864706e-05,9
Monday,21:00,0.000971421222371874,9
Monday,21:05,0.0012503147114600345,9
Monday,21:10,0.0005036262078972166,9
Monday,21:15,-0.00047923577263863444,9
Monday,21:20,-0.0008403857703322387,9
Monday,21:25,-6.183334250657417e-06,9
Monday,21:30,0.0011398148306673145,9
Monday,21:35,0.0013983525014168163,9
Monday,21:40,0.0015851615374488663,9
Monday,21:45,0.0019129436087680525,9
Monday,21:50,0.0014814914628831306,9
Monday,21:55,0.0013292253949739644,9
Monday,22:00,0.0008492779489354644,9
Monday,22:05,-9.04839672015779e-05,9
Monday,22:10,-9.945450804828274e-05,9
Monday,22:15,-0.0003402558718510983,9
Monday,22:20,0.00030812310362434016,9
Monday,22:25,-0.00018098863234467576,9
Monday,22:30,-0.00021162977983729678,9
Monday,22:35,8.054283285516633e-05,9
Monday,22:40,0.0002758350189889969,9
Monday,22:45,-0.00014374011435915466,9
Monday,22:50,0.0008688244731198528,9
Monday,22:55,4.5693359679199264e-05,9
Monday,23:00,5.4559002319959306e-05,9
Monday,23:05,0.00107610279413394,9
Monday,23:10,-0.00036123307294587626,9
Monday,23:15,0.00021264519857096443,9
Monday,23:20,0.0001450122094218407,9
Monday,23:25,0.0007407296447770828,9
Monday,23:30,0.0006698546340071687,9
Monday,23:35,0.0007324532531162912,9
Monday,23:40,0.0001376838573183492,9
Monday,23:45,0.0003225621336110442,9
Monday,23:50,-0.00022935910207351804,9
Monday,23:55,8.908773932275255e-05,9
Saturday,00:00,-0.00022400313945036146,9
Saturday,00:05,-0.0006225163395697864,9
Saturday,00:10,-0.0002928351980846644,9
Saturday,00:15,-0.00020659337484422506,9
Saturday,00:20,-0.0005774022362697897,9
Saturday,00:25,-0.0003442026730561002,9
Saturday,00:30,-0.0005075677887773418,9
Saturday,00:35,-0.0005138782529181589,9
Saturday,00:40,-0.0004003662519451711,9
Saturday,00:45,0.00011655364616046932,9
Saturday,00:50,-0.00118739852983984,9
Saturday,00:55,0.0001279826485953878,9
Saturday,01:00,0.00033177795193598875,9
Saturday,01:05,-0.00022885515159756518,9
Saturday,01:10,-0.00032166069090834234,9
Saturday,01:15,0.0008571044011403096,9
Saturday,01:20,0.0006832708408579563,9
Saturday,01:25,0.0005142926670118744,9
Saturday,01:30,0.0008076572366454652,9
Saturday,01:35,0.0007635008676076988,9
Saturday,01:40,0.00040548358072285483,9
Saturday,01:45,0.00021438762751193103,9
Saturday,01:50,0.00038568682301733424,9
Saturday,01:55,8.956865939053721e-05,9
Saturday,02:00,0.0001677124194580079,9
Saturday,02:05,-0.0006256746892835752,9
Saturday,02:10,-0.0006797827268149198,9
Saturday,02:15,-0.0002398998177784753,9
Saturday,02:20,0.0002404366764536165,9
Saturday,02:25,-0.000150655055289901,9
Saturday,02:30,-0.0002893818760590814,9
Saturday,02:35,-0.0010028496388923601,9
Saturday,02:40,-0.0005901370040335294,9
Saturday,02:45,0.00028107195949968357,9
Saturday,02:50,0.00031320301160156093,9
Saturday,02:55,0.00040714125478440014,9
Saturday,03:00,0.0006053231772743858,9
Saturday,03:05,0.0012198087261014404,9
Saturday,03:10,0.001397256982556121,9
Saturday,03:15,0.001440002378960308,9
Saturday,03:20,0.0019459353730109522,9
Saturday,03:25,0.0014424501510508026,9
Saturday,03:30,0.0012156197265490417,9
Saturday,03:35,0.001165789694152376,9
Saturday,03:40,0.0002624354310588674,9
Saturday,03:45,0.00025843275187534444,9
Saturday,03:50,-0.0002003784475081976,9
Saturday,03:55,0.00015868147932278414,9
Saturday,04:00,-2.207306751027788e-05,9
Saturday,04:05,-0.0007365353221958021,9
Saturday,04:10,-0.0014723107065376727,9
Saturday,04:15,-0.0013374100551444698,9
Saturday,04:20,-0.001361607505482885,9
Saturday,04:25,-0.0008257364532855153,9
Saturday,04:30,-0.0012956663852400335,9
Saturday,04:35,8.806261037525191e-05,9
Saturday,04:40,-0.00013692109628618538,9
Saturday,04:45,0.00021956400620840163,9
Saturday,04:50,8.247454966385664e-05,9
Saturday,04:55,0.00046636357901665783,9
Saturday,05:00,0.0005060651376478497,9
Saturday,05:05,0.0006294911514628636,9
Saturday,05:10,0.000254770116971423,9
Saturday,05:15,-9.30205142774551e-05,9
Saturday,05:20,-5.166834455305459e-05,9
Saturday,05:25,-0.0005758123663717427,9
Saturday,05:30,-0.00033224386019696956,9
Saturday,05:35,-7.783107059313406e-05,9
Saturday,05:40,0.00010540771240358876,9
Saturday,05:45,-0.00033477334892503466,9
Saturday,05:50,-1.851985174351707e-05,9
Saturday,05:55,-8.491090012183232e-05,9
Saturday,06:00,-0.00045367389823287337,9
Saturday,06:05,-0.0003077699024968301,9
Saturday,06:10,-0.0005171114299433197,9
Saturday,06:15,-7.322654440403428e-05,9
Saturday,06:20,-0.0002535384091101792,9
Saturday,06:25,-0.00028683911679343923,9
Saturday,06:30,-0.00024566551797008344,9
Saturday,06:35,0.00020603998371581598,9
Saturday,06:40,-0.0001360002955067128,9
Saturday,06:45,-0.0007434662674007041,9
Saturday,06:50,-0.0004576551593274361,9
Saturday,06:55,-0.0004171247809396677,9
Saturday,07:00,-0.00025495536984219,9
Saturday,07:05,-0.000116756432935023,9
Saturday,07:10,0.0001656685381990634,9
Saturday,07:15,0.0002997071464437597,9
Saturday,07:20,0.0002498377766634452,9
Saturday,07:25,0.0002977514267172883,9
Saturday,07:30,7.082932113531377e-05,9
Saturday,07:35,-0.000726918304430326,9
Saturday,07:40,-7.859780718924682e-06,9
Saturday,07:45,-1.6765103017904408e-05,9
Saturday,07:50,-0.00017359382048020858,9
Saturday,07:55,3.326931931554396e-05,9
Saturday,08:00,0.0003578556986007497,9
Saturday,08:05,5.123180581479954e-05,9
