weekday,time,ewm12_sigma,sample_count
Sunday,06:30,0.00045246261039125435,9
Sunday,07:00,0.0006701363882432472,9
Sunday,07:30,0.0004547467902707565,9
Sunday,08:00,0.0008220336769074558,9
Sunday,08:30,0.0004012179060741786,9
Sunday,09:00,0.0007429931348018949,9
Sunday,09:30,0.0007638194094690717,9
Sunday,10:00,0.0008611234254348991,9
Sunday,10:30,0.0008152984300808257,9
Sunday,11:00,0.0007309455066483883,9
Sunday,11:30,0.0007228125765904555,9
Sunday,12:00,0.0011172664176270493,9
Sunday,12:30,0.0012125375377397365,9
Sunday,13:00,0.0006918647806449355,9
Sunday,13:30,0.0011223679142887152,9
Sunday,14:00,0.0008958978488686833,9
Sunday,14:30,0.001205853867430843,9
Sunday,15:00,0.0007164162804038858,9
Sunday,15:30,0.0008320935218277749,9
Sunday,16:00,0.0015963707907232292,9
Sunday,16:30,0.0011120027848626288,9
Sunday,17:00,0.0007737410885742526,9
Sunday,17:30,0.0008447231701109366,9
Sunday,18:00,0.0009044844637523465,9
Sunday,18:30,0.0006821976175150084,9
Sunday,19:00,0.0014308105727821423,9
Sunday,19:30,0.0008839022012265248,9
Sunday,20:00,0.0009567993471463238,9
Sunday,20:30,0.0010276868941779132,9
Sunday,21:00,0.0004542294091189438,9
Sunday,21:30,0.0006872538668921849,9
Sunday,22:00,0.0008042558033682294,9
Sunday,22:30,0.000983953643079724,9
Sunday,23:00,0.0015053065907517783,9
Sunday,23:30,0.0013409730320797862,9
Thursday,00:00,0.0006774920345926262,8
Thursday,00:30,0.0010124365393368577,8
Thursday,01:00,0.0011312996743811491,8
Thursday,01:30,0.0013519397079934173,8
Thursday,02:00,0.00099564090893176,8
Thursday,02:30,0.0014102044746332413,8
Thursday,03:00,0.0010690364483036308,8
Thursday,03:30,0.001269335807569763,8
Thursday,04:00,0.0009182591645950772,8
Thursday,04:30,0.0006624312874199082,8
Thursday,05:00,0.000918915654213788,8
Thursday,05:30,0.001487754280312314,8
Thursday,06:00,0.000982698434928749,8
Thursday,06:30,0.0011669111725779908,8
Thursday,07:00,0.0005461065789012991,8
Thursday,07:30,0.0007609047302265326,8
Thursday,08:00,0.0011306186758166731,8
Thursday,08:30,0.0013129827386996252,8
Thursday,09:00,0.0009684377297713665,8
Thursday,09:30,0.0008881884387801548,8
Thursday,10:00,0.0008325513812541578,8
Thursday,10:30,0.0008342635061797557,8
Thursday,11:00,0.000894485487202829,8
Thursday,11:30,0.00122341129512272,8
Thursday,12:00,0.0007745317040719862,8
Thursday,12:30,0.0005919295542873149,8
Thursday,13:00,0.0010306204264556563,8
Thursday,13:30,0.0019157487482931268,8
Thursday,14:00,0.0015749290991211794,8
Thursday,14:30,0.0023846171352543675,8
Thursday,15:00,0.002064481285669269,8
Thursday,15:30,0.002185574734778194,8
Thursday,16:00,0.002411099051153671,8
Thursday,16:30,0.0016699730401596583,8
Thursday,17:00,0.002730074227092889,8
Thursday,17:30,0.002183083575505059,8
Thursday,18:00,0.001807035818073597,8
Thursday,18:30,0.001762368264416512,8
Thursday,19:00,0.0018567154511396659,8
Thursday,19:30,0.0013947743426350617,8
Thursday,20:00,0.0010655631805609046,8
Thursday,20:30,0.0015804611183081827,8
Thursday,21:00,0.0018372133328664964,8
Thursday,21:30,0.0013429606806484365,8
Thursday,22:00,0.0012958807464724623,8
Thursday,22:30,0.00124535905605546,8
Thursday,23:00,0.0006979132383319913,8
Thursday,23:30,0.001267422359161094,8
Tuesday,00:00,0.0009210616682781523,9
Tuesday,00:30,0.0010496704758775415,9
Tuesday,01:00,0.0012256390505611472,9
Tuesday,01:30,0.0018439194921530974,9
Tuesday,02:00,0.001255120215032333,9
Tuesday,02:30,0.001299062869485824,9
Tuesday,03:00,0.0014767556889033729,9
Tuesday,03:30,0.0018084910030622713,9
Tuesday,04:00,0.001086254925355447,9
Tuesday,04:30,0.0012238567654116828,9
Tuesday,05:00,0.0012248136916128232,9
Tuesday,05:30,0.0014059923025750553,9
Tuesday,06:00,0.0009178733506960809,9
Tuesday,06:30,0.0013746873762769565,9
Tuesday,07:00,0.0010865491673691665,9
Tuesday,07:30,0.0010610744075433688,9
Tuesday,08:00,0.0012375291212061632,9
Tuesday,08:30,0.0012144579887043388,9
Tuesday,09:00,0.001392619306046707,9
Tuesday,09:30,0.0006805161961038857,9
Tuesday,10:00,0.000993103963715987,9
Tuesday,10:30,0.0005648417826352773,9
Tuesday,11:00,0.0010269221342713167,9
Tuesday,11:30,0.000941870032561885,9
Tuesday,12:00,0.0007613196316655579,9
Tuesday,12:30,0.0013111133255946112,9
Tuesday,13:00,0.0007070305661566472,9
Tuesday,13:30,0.0011418413490154676,9
Tuesday,14:00,0.001261548965372361,8
Tuesday,14:30,0.0017649959735303385,8
Tuesday,15:00,0.003486500822800322,8
Tuesday,15:30,0.002307580266797381,8
Tuesday,16:00,0.002625480550400896,8
Tuesday,16:30,0.0022019449599103673,8
Tuesday,17:00,0.0022094552011484186,8
Tuesday,17:30,0.002559985644760337,8
Tuesday,18:00,0.002025205700080529,8
Tuesday,18:30,0.002267285809320402,8
Tuesday,19:00,0.001308459087566962,8
Tuesday,19:30,0.0016622912363012498,8
Tuesday,20:00,0.001698070795840482,8
Tuesday,20:30,0.002105155631805609,8
Tuesday,21:00,0.0014561587479429991,8
Tuesday,21:30,0.0010836332761457934,8
Tuesday,22:00,0.0014118658310283254,8
Tuesday,22:30,0.0025867686705647566,8
Tuesday,23:00,0.00155748748293127,8
Tuesday,23:30,0.0008624260355029586,8
Wednesday,00:00,0.0011515825776408392,8
Wednesday,00:30,0.0014241535660516086,8
Wednesday,01:00,0.0016442911662756905,8
Wednesday,01:30,0.0016238279472007284,8
Wednesday,02:00,0.0009061499947480829,8
Wednesday,02:30,0.001396183607016561,8
Wednesday,03:00,0.0011991526907321173,8
Wednesday,03:30,0.0008243338818668814,8
Wednesday,04:00,0.0004661198837575715,8
Wednesday,04:30,0.0014944942403977454,8
Wednesday,05:00,0.0015991194285914358,8
Wednesday,05:30,0.0013743951542312947,8
Wednesday,06:00,0.0009727337978362101,8
Wednesday,06:30,0.0009227478029480761,8
Wednesday,07:00,0.0007124242848639753,8
Wednesday,07:30,0.0008700203074122055,8
Wednesday,08:00,0.0008068134869227267,8
Wednesday,08:30,0.000906104478134519,8
Wednesday,09:00,0.0009713823045411574,8
Wednesday,09:30,0.0010000787787542453,8
Wednesday,10:00,0.0006375039389377122,8
Wednesday,10:30,0.001257434963761773,8
Wednesday,11:00,0.0007388501803158153,8
Wednesday,11:30,0.0008070200623227479,8
Wednesday,12:00,0.001078913553447008,8
Wednesday,12:30,0.0010187248345646161,8
Wednesday,13:00,0.0011620111340639333,8
Wednesday,13:30,0.0008684429816883162,8
Wednesday,14:00,0.0021100416652078007,8
Wednesday,14:30,0.0012952172542978185,8
Wednesday,15:00,0.0026070183116837647,8
Wednesday,15:30,0.002032873498827072,8
Wednesday,16:00,0.002592649066909422,8
Wednesday,16:30,0.0015496673785931868,8
Wednesday,17:00,0.0012124487938097405,8
Wednesday,17:30,0.0012282290536045656,8
Wednesday,18:00,0.0014890269948531214,8
Wednesday,18:30,0.0011778316585553726,8
Wednesday,19:00,0.0011048510206225274,8
Wednesday,19:30,0.000977665347851966,8
Wednesday,20:00,0.001468625048142572,8
Wednesday,20:30,0.0015092381219144989,8
Wednesday,21:00,0.0011211162074157067,8
Wednesday,21:30,0.0013287489933825848,8
Wednesday,22:00,0.0010807639788522811,8
Wednesday,22:30,0.000975125170687301,8
Wednesday,23:00,0.00145061272364413,8
Wednesday,23:30,0.0011343300304611182,8
